base,esquema,tipo,nombre,base_destino_postgresql,esquema_destino,sin_destino,sistemas_uso
db_egresos,informix,SP,addtoset_final,padron_licencias,comun,NO,
db_egresos,informix,SP,addtoset_init,padron_licencias,comun,NO,
db_egresos,informix,SP,addtoset_iter,padron_licencias,comun,NO,
db_egresos,informix,SP,addtoset2_combine,padron_licencias,comun,NO,
db_egresos,informix,SP,addtoset2_final,padron_licencias,comun,NO,
db_egresos,informix,SP,addtoset2_init,padron_licencias,comun,NO,
db_egresos,informix,SP,addtoset2_iter,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,assign,padron_licencias,comun,NO,
db_egresos,informix,SP,blobexport,padron_licencias,comun,NO,
db_egresos,informix,SP,blobimport,padron_licencias,comun,NO,
db_egresos,informix,SP,blobinput,padron_licencias,comun,NO,
db_egresos,informix,SP,bloboutput,padron_licencias,comun,NO,
db_egresos,informix,SP,blobrecv,padron_licencias,comun,NO,
db_egresos,informix,SP,blobsend,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_explain,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_export_bin,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_export_txt,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_extract,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_import_bin,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_import_txt,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_in,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_out,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_recv,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_send,padron_licencias,comun,NO,
db_egresos,informix,SP,bson_valid,padron_licencias,comun,NO,
db_egresos,informix,SP,bytetoblob,padron_licencias,comun,NO,
db_egresos,informix,SP,bytetoblob,padron_licencias,comun,NO,
db_egresos,informix,SP,bytetoblob_pre1150,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmd,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmd,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmd,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmd,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmd_get,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmdfl,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmdlv,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrcmdproc,padron_licencias,comun,NO,
db_egresos,informix,SP,cdrgcdisp,padron_licencias,comun,NO,
db_egresos,informix,SP,clientbinval_recv,padron_licencias,comun,NO,
db_egresos,informix,SP,clientbinval_send,padron_licencias,comun,NO,
db_egresos,informix,SP,clobexport,padron_licencias,comun,NO,
db_egresos,informix,SP,clobimport,padron_licencias,comun,NO,
db_egresos,informix,SP,clobinput,padron_licencias,comun,NO,
db_egresos,informix,SP,cloboutput,padron_licencias,comun,NO,
db_egresos,informix,SP,clobrecv,padron_licencias,comun,NO,
db_egresos,informix,SP,clobsend,padron_licencias,comun,NO,
db_egresos,informix,SP,collcast,padron_licencias,comun,NO,
db_egresos,informix,SP,collcast,padron_licencias,comun,NO,
db_egresos,informix,SP,collcast,padron_licencias,comun,NO,
db_egresos,informix,SP,collcast,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionexport,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionexport,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionexport,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionexport,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionimport,padron_licencias,comun,NO,
db_egresos,informix,SP,collectioninput,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionoutput,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionoutput,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionoutput,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionoutput,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionrecv,padron_licencias,comun,NO,
db_egresos,informix,SP,collectionsend,padron_licencias,comun,NO,
db_egresos,informix,SP,comb_aggrelem,padron_licencias,comun,NO,
db_egresos,informix,SP,comb_aggrelemc,padron_licencias,comun,NO,
db_egresos,informix,SP,comb_aggrschema,padron_licencias,comun,NO,
db_egresos,informix,SP,comb_aggrschemac,padron_licencias,comun,NO,
db_egresos,informix,SP,comb_aggrxml,padron_licencias,comun,NO,
db_egresos,informix,SP,comb_aggrxmlc,padron_licencias,comun,NO,
db_egresos,informix,SP,compare,padron_licencias,comun,NO,
db_egresos,informix,SP,compare,padron_licencias,comun,NO,
db_egresos,informix,SP,compare,padron_licencias,comun,NO,
db_egresos,informix,SP,coveringinfoinput,padron_licencias,comun,NO,
db_egresos,informix,SP,coveringinfooutput,padron_licencias,comun,NO,
db_egresos,informix,SP,deepcopy,padron_licencias,comun,NO,
db_egresos,informix,SP,deepcopy,padron_licencias,comun,NO,
db_egresos,informix,SP,deepcopy,padron_licencias,comun,NO,
db_egresos,informix,SP,deepcopy,padron_licencias,comun,NO,
db_egresos,informix,SP,deepcopy,padron_licencias,comun,NO,
db_egresos,informix,SP,deepcopy,padron_licencias,comun,NO,
db_egresos,informix,SP,deepcopy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,destroy,padron_licencias,comun,NO,
db_egresos,informix,SP,dosyscast,padron_licencias,comun,NO,
db_egresos,informix,SP,dummyproc_1150xc6,padron_licencias,comun,NO,
db_egresos,informix,SP,dummyproc_1170,padron_licencias,comun,NO,
db_egresos,informix,SP,dummyproc_1210,padron_licencias,comun,NO,
db_egresos,informix,SP,dummyproc_1210xc4,padron_licencias,comun,NO,
db_egresos,informix,SP,elementenc_to_decimal,padron_licencias,comun,NO,
db_egresos,informix,SP,elementencinput,padron_licencias,comun,NO,
db_egresos,informix,SP,elementencoutput,padron_licencias,comun,NO,
db_egresos,informix,SP,equal,padron_licencias,comun,NO,
db_egresos,informix,SP,equal,padron_licencias,comun,NO,
db_egresos,informix,SP,existsnode,padron_licencias,comun,NO,
db_egresos,informix,SP,existsnode,padron_licencias,comun,NO,
db_egresos,informix,SP,explain_sql,padron_licencias,comun,NO,
db_egresos,informix,SP,extract,padron_licencias,comun,NO,
db_egresos,informix,SP,extract,padron_licencias,comun,NO,
db_egresos,informix,SP,extractclob,padron_licencias,comun,NO,
db_egresos,informix,SP,extractvalue,padron_licencias,comun,NO,
db_egresos,informix,SP,extractvalue,padron_licencias,comun,NO,
db_egresos,informix,SP,extractvalueclob,padron_licencias,comun,NO,
db_egresos,informix,SP,fecha_letras,padron_licencias,comun,NO,
db_egresos,informix,SP,filetoblob,padron_licencias,comun,NO,
db_egresos,informix,SP,filetoblob,padron_licencias,comun,NO,
db_egresos,informix,SP,filetoblobpre1170,padron_licencias,comun,NO,
db_egresos,informix,SP,filetoclob,padron_licencias,comun,NO,
db_egresos,informix,SP,filetoclob,padron_licencias,comun,NO,
db_egresos,informix,SP,filetoclobpre1170,padron_licencias,comun,NO,
db_egresos,informix,SP,final_aggrelem,padron_licencias,comun,NO,
db_egresos,informix,SP,final_aggrelemc,padron_licencias,comun,NO,
db_egresos,informix,SP,final_aggrschema,padron_licencias,comun,NO,
db_egresos,informix,SP,final_aggrschemac,padron_licencias,comun,NO,
db_egresos,informix,SP,final_aggrxml,padron_licencias,comun,NO,
db_egresos,informix,SP,final_aggrxmlc,padron_licencias,comun,NO,
db_egresos,informix,SP,genbson,padron_licencias,comun,NO,
db_egresos,informix,SP,genxmlquery,padron_licencias,comun,NO,
db_egresos,informix,SP,genxmlqueryclob,padron_licencias,comun,NO,
db_egresos,informix,SP,genxmlqueryhdr,padron_licencias,comun,NO,
db_egresos,informix,SP,genxmlqueryhdrclob,padron_licencias,comun,NO,
db_egresos,informix,SP,get_cursor_table,padron_licencias,comun,NO,
db_egresos,informix,SP,get_data_type,padron_licencias,comun,NO,
db_egresos,informix,SP,get_default_value,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_beginscan,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_check,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_close,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_cost,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_create,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_delete,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_drop,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_endscan,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_getnext,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_insert,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_open,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_rescan,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_undo,padron_licencias,comun,NO,
db_egresos,informix,SP,gist_update,padron_licencias,comun,NO,
db_egresos,informix,SP,greaterthan,padron_licencias,comun,NO,
db_egresos,informix,SP,greaterthanorequal,padron_licencias,comun,NO,
db_egresos,informix,SP,idsxmlparse,padron_licencias,comun,NO,
db_egresos,informix,SP,idsxmlparse,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_allow_newline,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_bit_leftshift,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_bit_leftshift,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_bit_rightshift,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_bit_rightshift,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_collection_create,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_collection_drop,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_collection_index_create,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_collection_index_drop,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_explain,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_file_checksum,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_file_to_file,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_get_erstate,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_connect,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_connect,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_connect,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_connect,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_copy,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_copy,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_copy,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_disconnect,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_execute,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_execute,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_executecmd,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_function,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_function,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_procedure,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_procedure,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_purge,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_release,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_grid_remove,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_gridquery_skipped_node_count,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_gridquery_skipped_nodes,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_invalid_module,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_alter,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_close,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_col_sbinfo,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_create,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_filename,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_from_file,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_lock,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_open,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_release,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_seek,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_stat,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_tell,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_to_file,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_truncate,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_lo_unlock,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_load_internal,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_load_module,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_match_external,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_new_external,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_node_id,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_node_name,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_param_ids,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_param_types,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_replace_module,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_replace_module,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_ret_ids,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_ret_types,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_set_erstate,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_set_erstate,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_sha_settrace,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_shard_delete,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_trigger_action,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_trigger_cols,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_unload_module,padron_licencias,comun,NO,
db_egresos,informix,SP,ifx_update_extern,padron_licencias,comun,NO,
db_egresos,informix,SP,ikeyextractcolno,padron_licencias,comun,NO,
db_egresos,informix,SP,indexkeyarray_out,padron_licencias,comun,NO,
db_egresos,informix,SP,indexkeyarray_out,padron_licencias,comun,NO,
db_egresos,informix,SP,indexkeyarray_send,padron_licencias,comun,NO,
db_egresos,informix,SP,indexkeyarray_send,padron_licencias,comun,NO,
db_egresos,informix,SP,init_aggrelem,padron_licencias,comun,NO,
db_egresos,informix,SP,init_aggrelemc,padron_licencias,comun,NO,
db_egresos,informix,SP,init_aggrschema,padron_licencias,comun,NO,
db_egresos,informix,SP,init_aggrschemac,padron_licencias,comun,NO,
db_egresos,informix,SP,init_aggrxml,padron_licencias,comun,NO,
db_egresos,informix,SP,init_aggrxmlc,padron_licencias,comun,NO,
db_egresos,informix,SP,is_pattern_arg,padron_licencias,comun,NO,
db_egresos,informix,SP,iter_aggrelem,padron_licencias,comun,NO,
db_egresos,informix,SP,iter_aggrelemc,padron_licencias,comun,NO,
db_egresos,informix,SP,iter_aggrschema,padron_licencias,comun,NO,
db_egresos,informix,SP,iter_aggrschemac,padron_licencias,comun,NO,
db_egresos,informix,SP,iter_aggrxml,padron_licencias,comun,NO,
db_egresos,informix,SP,iter_aggrxmlc,padron_licencias,comun,NO,
db_egresos,informix,SP,javaclass,padron_licencias,comun,NO,
db_egresos,informix,SP,json_export_bin,padron_licencias,comun,NO,
db_egresos,informix,SP,json_export_txt,padron_licencias,comun,NO,
db_egresos,informix,SP,json_import_bin,padron_licencias,comun,NO,
db_egresos,informix,SP,json_import_txt,padron_licencias,comun,NO,
db_egresos,informix,SP,json_in,padron_licencias,comun,NO,
db_egresos,informix,SP,json_out,padron_licencias,comun,NO,
db_egresos,informix,SP,json_recv,padron_licencias,comun,NO,
db_egresos,informix,SP,json_send,padron_licencias,comun,NO,
db_egresos,informix,SP,json_to_bson,padron_licencias,comun,NO,
db_egresos,informix,SP,jsonoutput,padron_licencias,comun,NO,
db_egresos,informix,SP,jvpcontrol,padron_licencias,comun,NO,
db_egresos,informix,SP,lessthan,padron_licencias,comun,NO,
db_egresos,informix,SP,lessthanorequal,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_export_bin,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_export_txt,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_import_bin,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_import_txt,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_in,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_out,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_recv,padron_licencias,comun,NO,
db_egresos,informix,SP,llvc_send,padron_licencias,comun,NO,
db_egresos,informix,SP,locate,padron_licencias,comun,NO,
db_egresos,informix,SP,locopy,padron_licencias,comun,NO,
db_egresos,informix,SP,locopy,padron_licencias,comun,NO,
db_egresos,informix,SP,locopy,padron_licencias,comun,NO,
db_egresos,informix,SP,locopy,padron_licencias,comun,NO,
db_egresos,informix,SP,locopy_blobpre1170,padron_licencias,comun,NO,
db_egresos,informix,SP,locopy_clobpre1170,padron_licencias,comun,NO,
db_egresos,informix,SP,lohandles,padron_licencias,comun,NO,
db_egresos,informix,SP,lohandles,padron_licencias,comun,NO,
db_egresos,informix,SP,lolist_in,padron_licencias,comun,NO,
db_egresos,informix,SP,lolist_out,padron_licencias,comun,NO,
db_egresos,informix,SP,lolist_recv,padron_licencias,comun,NO,
db_egresos,informix,SP,lolist_send,padron_licencias,comun,NO,
db_egresos,informix,SP,lotofile,padron_licencias,comun,NO,
db_egresos,informix,SP,lotofile,padron_licencias,comun,NO,
db_egresos,informix,SP,metadata_1,padron_licencias,comun,NO,
db_egresos,informix,SP,metadata_2,padron_licencias,comun,NO,
db_egresos,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
db_egresos,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
db_egresos,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
db_egresos,informix,SP,mi_cast_datum,padron_licencias,comun,NO,
db_egresos,informix,SP,mi_get_typedesc,padron_licencias,comun,NO,
db_egresos,informix,SP,mi_get_typedesc,padron_licencias,comun,NO,
db_egresos,informix,SP,notequal,padron_licencias,comun,NO,
db_egresos,informix,SP,notequal,padron_licencias,comun,NO,
db_egresos,informix,SP,push_combine,padron_licencias,comun,NO,
db_egresos,informix,SP,push_final,padron_licencias,comun,NO,
db_egresos,informix,SP,push_init,padron_licencias,comun,NO,
db_egresos,informix,SP,push_iter,padron_licencias,comun,NO,
db_egresos,informix,SP,push2_combine,padron_licencias,comun,NO,
db_egresos,informix,SP,push2_final,padron_licencias,comun,NO,
db_egresos,informix,SP,push2_init,padron_licencias,comun,NO,
db_egresos,informix,SP,push2_iter,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_beginscan,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_close,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_create,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_delete,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_drop,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_endscan,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_getnext,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_insert,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_open,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_rescan,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_scancost,padron_licencias,comun,NO,
db_egresos,informix,SP,rci_update,padron_licencias,comun,NO,
db_egresos,informix,SP,recv_spec,padron_licencias,comun,NO,
db_egresos,informix,SP,recv_stat,padron_licencias,comun,NO,
db_egresos,informix,SP,reload_module,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_abort,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_beginscan,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_check,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_close,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_commit,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_convert,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_cost,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_create,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_delete,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_drop,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_endscan,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_getnext,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_insert,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_open,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_redo,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_rescan,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_revert,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_stat,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_tracefile_set,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_tracelevel_set,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_undo,padron_licencias,comun,NO,
db_egresos,informix,SP,rlt_update,padron_licencias,comun,NO,
db_egresos,informix,SP,rowcast,padron_licencias,comun,NO,
db_egresos,informix,SP,rowexport,padron_licencias,comun,NO,
db_egresos,informix,SP,rowimport,padron_licencias,comun,NO,
db_egresos,informix,SP,rowinput,padron_licencias,comun,NO,
db_egresos,informix,SP,rowoutput,padron_licencias,comun,NO,
db_egresos,informix,SP,rowrecv,padron_licencias,comun,NO,
db_egresos,informix,SP,rowsend,padron_licencias,comun,NO,
db_egresos,informix,SP,rtn_param_out,padron_licencias,comun,NO,
db_egresos,informix,SP,rtnparamtypes_send,padron_licencias,comun,NO,
db_egresos,informix,SP,rtreerootbb,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_auto_increment,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_bufflen,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_case_sensitive,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_charlen,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_coltypename,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_datetype,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_db2ids,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_funccol_type,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_ids2db2,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_isautoincr,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_isnullable,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_keywords,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_nullable,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_numprecradix,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_numscale,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_precision,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_searchable,padron_licencias,comun,NO,
db_egresos,informix,SP,schema_unsigned_attribute,padron_licencias,comun,NO,
db_egresos,informix,SP,seclabel_by_comp,padron_licencias,comun,NO,
db_egresos,informix,SP,seclabel_by_name,padron_licencias,comun,NO,
db_egresos,informix,SP,seclabel_to_char,padron_licencias,comun,NO,
db_egresos,informix,SP,seclabelinput,padron_licencias,comun,NO,
db_egresos,informix,SP,seclabeloutput,padron_licencias,comun,NO,
db_egresos,informix,SP,send,padron_licencias,comun,NO,
db_egresos,informix,SP,send,padron_licencias,comun,NO,
db_egresos,informix,SP,send,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_beginscan,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_close,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_create,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_delete,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_getbyid,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_getnext,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_insert,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_open,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_rescan,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_scancost,padron_licencias,comun,NO,
db_egresos,informix,SP,sha_update,padron_licencias,comun,NO,
db_egresos,informix,SP,shash_beginscan,padron_licencias,comun,NO,
